locality,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Ferrières,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,No,,No,,185,,,No,None
Halle,HOUSE,HOUSE,305000,residential_sale,3,,None,No,Yes,Yes,,Yes,170,126,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,4295000,residential_sale,3,,None,No,No,Yes,,No,,163,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,2700000,residential_sale,3,,None,No,No,Yes,,No,,105,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,2995000,residential_sale,3,,None,No,No,Yes,,No,,105,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,2250000,residential_sale,2,,None,Yes,No,Yes,,No,,84,,,No,None
Machelen,HOUSE,HOUSE,349000,residential_sale,3,18,No,No,No,No,,Yes,,120,110,,No,AS_NEW
Knokke-Heist,APARTMENT,APARTMENT,2650000,residential_sale,3,,None,No,No,Yes,,No,,228,,,No,None
Aalst,HOUSE,HOUSE,269000,residential_sale,3,40,No,No,No,Yes,,Yes,300,170,570,4,No,TO_RENOVATE
Knokke-Zoute,APARTMENT,APARTMENT,2250000,residential_sale,2,24,Yes,Yes,No,Yes,9,Yes,,84,,2,No,
Knokke-Heist,APARTMENT,APARTMENT,2250000,residential_sale,2,,None,Yes,No,Yes,14,No,,84,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,2250000,residential_sale,2,,None,Yes,No,Yes,14,No,,84,,,No,None
Waterloo,APARTMENT,APARTMENT,500000,residential_sale,2,34,Yes,No,Yes,No,,Yes,,105,,4,No,GOOD
Chênée,HOUSE,HOUSE,219000,residential_sale,4,40,No,No,Yes,Yes,,Yes,,150,393,,No,GOOD
Knokke-Heist,APARTMENT,APARTMENT,2200000,residential_sale,4,,None,No,No,Yes,,No,,147,,,No,None
Schaerbeek,APARTMENT,APARTMENT,349000,residential_sale,1,,None,No,No,Yes,6,No,,92,,,No,None
Uccle,APARTMENT,APARTMENT,1590000,residential_sale,3,,None,No,Yes,Yes,135,Yes,900,319,,,No,None
Molenbeek-Saint-Jean,APARTMENT,APARTMENT,195000,residential_sale,1,,None,No,No,Yes,6,No,,60,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,1995000,residential_sale,4,,None,No,No,Yes,9,No,,128,,,No,None
La Louvière Houdeng-Aimeries,APARTMENT,APARTMENT,95000,residential_sale,2,,None,No,No,No,,No,,60,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,1350000,residential_sale,2,,None,Yes,No,No,,No,,75,,,No,None
Merchtem,HOUSE,HOUSE,720000,residential_sale,3,,None,No,Yes,No,,Yes,,217,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,1850000,residential_sale,3,,None,Yes,No,No,,No,,125,,,No,None
Huy,APARTMENT,APARTMENT,149000,residential_sale,2,,None,No,Yes,Yes,6,No,,107,,,No,None
SINT-KATELIJNE-WAVER,HOUSE,HOUSE,498000,residential_sale,3,,None,No,Yes,Yes,,Yes,,208,,,No,None
Zelzate,APARTMENT,APARTMENT,149000,residential_sale,2,,None,No,No,Yes,,No,,75,,,No,None
Zelzate,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,Yes,,No,,85,,,No,None
Liège,APARTMENT,APARTMENT,595000,residential_sale,2,,None,No,No,No,,No,,103,,,No,None
Deinze Bachte-Maria-Leerne,HOUSE,HOUSE,495000,residential_sale,4,,None,No,No,Yes,,No,,267,,,No,None
Tournai,HOUSE,HOUSE,400000,residential_sale,5,,None,No,Yes,No,,Yes,,,,,No,None
Bruxelles,HOUSE,HOUSE,698000,residential_sale,3,34,Yes,No,No,Yes,,Yes,500,200,600,4,No,AS_NEW
Tourinnes-la-Grosse,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,Yes,51,No,,146,,,No,None
Galmaarden,HOUSE,HOUSE,248000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Uccle,APARTMENT,APARTMENT,235000,residential_sale,1,,None,No,No,Yes,14,No,,80,,,No,None
SINT-GILLIS-WAAS,APARTMENT,APARTMENT,648000,residential_sale,4,,None,No,Yes,Yes,79,No,,398,,,No,None
Edegem,HOUSE,HOUSE,595000,residential_sale,5,,None,No,Yes,Yes,20,Yes,500,170,,,No,None
Stekene,APARTMENT,APARTMENT,528000,residential_sale,2,,None,No,Yes,Yes,,No,,108,,,No,None
Modave,HOUSE,HOUSE,570000,residential_sale,4,35,No,No,Yes,Yes,100,Yes,3500,220,1874,3,No,AS_NEW
Dworp,HOUSE,HOUSE,550000,residential_sale,3,,None,No,Yes,Yes,50,Yes,580,184,,,No,None
Kontich,HOUSE,HOUSE,549000,residential_sale,3,39,No,No,No,Yes,36,Yes,,158,530,,Yes,AS_NEW
SINT-KWINTENS-LENNIK,HOUSE,HOUSE,484000,residential_sale,6,,None,No,Yes,Yes,,No,,305,,,No,None
Anderlecht,HOUSE,HOUSE,400000,residential_sale,5,,None,No,No,No,,Yes,40,210,,,No,None
Kraainem,HOUSE,HOUSE,460000,residential_sale,4,,None,No,No,Yes,36,Yes,21,176,,,No,None
Bastogne,HOUSE,HOUSE,345000,residential_sale,3,,None,No,No,Yes,9,No,,166,,,No,None
Léglise,HOUSE,HOUSE,375000,residential_sale,4,,None,No,No,Yes,,No,,202,,,No,None
Vielsalm,HOUSE,HOUSE,380000,residential_sale,4,,None,No,No,Yes,,No,,197,,,No,None
Antwerp,HOUSE,HOUSE,299000,residential_sale,3,,None,No,Yes,Yes,15,No,,201,,,No,None
Waterloo,HOUSE,HOUSE,275000,residential_sale,4,,None,No,Yes,No,,Yes,,120,,,No,None
AMPSIN,HOUSE,HOUSE,229000,residential_sale,3,,None,No,No,No,,No,,219,,,No,None
Mechelen,HOUSE,HOUSE,299000,residential_sale,2,,None,No,Yes,Yes,11,No,,120,,,No,None
Uccle,APARTMENT,APARTMENT,335000,residential_sale,2,,None,No,No,Yes,3,No,,90,,,No,None
Hoboken,HOUSE,HOUSE,199500,residential_sale,2,26,No,No,Yes,No,,Yes,85,105,150,,No,TO_RENOVATE
Havelange,HOUSE,HOUSE,175000,residential_sale,2,,None,No,Yes,Yes,,Yes,,107,,,No,None
Houffalize,HOUSE,HOUSE,189000,residential_sale,3,,None,No,No,No,,No,,164,,,No,None
HOLLOGNE-AUX-PIERRES,HOUSE,HOUSE,129000,residential_sale,2,,None,No,Yes,No,,No,,126,,,No,None
Forest,APARTMENT,APARTMENT,590000,residential_sale,4,,None,No,No,Yes,7,No,,174,,,No,None
HOLLOGNE-AUX-PIERRES,HOUSE,HOUSE,139000,residential_sale,2,,None,No,Yes,No,,No,,107,,,No,None
Seraing,HOUSE,HOUSE,105000,residential_sale,2,,None,No,Yes,Yes,,Yes,75,55,,,No,None
Uccle,APARTMENT,APARTMENT,365000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
Halle,APARTMENT,APARTMENT,242000,residential_sale,2,,None,No,Yes,No,,No,,82,,,No,None
SERSKAMP,HOUSE,HOUSE,520000,residential_sale,3,,None,No,Yes,No,,Yes,,,,,No,None
Laeken,HOUSE,HOUSE,489000,residential_sale,4,56,No,No,Yes,No,,Yes,52,220,0,2,No,
Roeselare,HOUSE,HOUSE,325000,residential_sale,4,,None,No,No,Yes,,No,,288,,,No,None
Evere,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,Yes,Yes,6,No,,105,,,No,None
Lendelede,HOUSE,HOUSE,499000,residential_sale,3,,None,No,No,No,,No,,262,,,Yes,None
Ledegem,HOUSE,HOUSE,325000,residential_sale,4,,None,No,No,Yes,,No,,288,,,No,None
Beerse,HOUSE,HOUSE,489900,residential_sale,3,,None,No,Yes,No,,No,,240,,,No,None
Oostende,APARTMENT,APARTMENT,269000,residential_sale,2,,None,No,No,Yes,,No,,104,,,No,None
Koksijde,APARTMENT,APARTMENT,249000,residential_sale,3,,None,Yes,No,No,,No,,75,,,No,None
Auderghem,HOUSE,HOUSE,495000,residential_sale,4,,None,No,Yes,No,,No,,200,,,No,None
Jette,APARTMENT,APARTMENT,525000,residential_sale,4,,None,No,No,Yes,27,No,,197,,,No,None
Middelkerke,HOUSE,HOUSE,325000,residential_sale,5,,None,No,No,Yes,25,Yes,600,195,,,No,None
Beersel,HOUSE,HOUSE,845000,residential_sale,4,,None,No,Yes,Yes,,No,,200,,,No,None
Middelkerke,HOUSE,HOUSE,445000,residential_sale,1,,None,No,No,No,,Yes,50,,,,No,None
Duffel,APARTMENT,APARTMENT,148000,residential_sale,1,30,No,No,Yes,No,,No,,65,,2,No,
Tintigny,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,No,,No,,151,,,No,None
Heule,HOUSE,HOUSE,299000,residential_sale,4,,None,No,No,No,,No,,150,,,No,None
Stekene,HOUSE,HOUSE,530000,residential_sale,3,,None,No,Yes,Yes,,Yes,,198,,,No,None
Corbion,HOUSE,HOUSE,155000,residential_sale,2,,None,No,Yes,No,,No,,98,,,No,None
Heist-op-den-Berg,HOUSE,HOUSE,535000,residential_sale,3,,None,No,Yes,No,,Yes,,171,,,No,None
Hamme,HOUSE,HOUSE,275000,residential_sale,2,,None,No,Yes,No,,Yes,,180,,,No,None
Overijse,HOUSE,HOUSE,385000,residential_sale,3,,None,No,No,No,,No,,108,,,No,None
Hemiksem,HOUSE,HOUSE,415000,residential_sale,3,,None,No,Yes,Yes,,No,,188,,,No,None
Wevelgem,HOUSE,HOUSE,195000,residential_sale,3,,None,No,No,No,,No,,114,,,No,None
Quaregnon,HOUSE,HOUSE,90000,residential_sale,2,13,No,No,No,No,,No,,80,0,2,No,TO_BE_DONE_UP
SOY,HOUSE,HOUSE,1290000,residential_sale,4,250,Yes,No,Yes,Yes,270,Yes,5819,591,5819,4,No,
Lille,HOUSE,HOUSE,519000,residential_sale,4,,None,No,Yes,Yes,,Yes,,254,,,No,None
Enghien,HOUSE,HOUSE,295000,residential_sale,2,26,No,No,No,Yes,5,No,,140,74,2,No,
NIMY,APARTMENT,APARTMENT,205500,residential_sale,2,,None,No,No,Yes,,No,,83,,,No,None
Rendeux,HOUSE,HOUSE,199000,residential_sale,2,60,No,No,Yes,Yes,50,Yes,638,110,638,4,No,JUST_RENOVATED
Olen,HOUSE,HOUSE,549000,residential_sale,4,,None,No,Yes,Yes,,Yes,,210,,,No,None
Gent,HOUSE,HOUSE,385000,residential_sale,3,,None,No,No,No,,No,,90,,,No,None
Herentals,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,Yes,,Yes,,118,,,No,None
NIMY,APARTMENT,APARTMENT,206500,residential_sale,2,,None,No,No,Yes,20,No,,81,,,No,None
ROCOURT,HOUSE,HOUSE,249000,residential_sale,3,,None,No,Yes,Yes,,No,,144,,,No,None
Strombeek-Bever,HOUSE,HOUSE,599000,residential_sale,5,,None,No,No,Yes,34,No,,236,,,No,None
Bastogne,APARTMENT,APARTMENT,275000,residential_sale,3,,None,No,No,No,,Yes,188,150,,,No,None
Oostende,APARTMENT,APARTMENT,278000,residential_sale,2,,None,No,No,No,,No,,72,,,No,None
Herentals,APARTMENT,APARTMENT,355000,residential_sale,2,,None,No,Yes,Yes,52,Yes,171,145,,,No,None
Blankenberge,APARTMENT,APARTMENT,170000,residential_sale,1,,None,Yes,No,No,,No,,48,,,No,None
Bastogne,HOUSE,HOUSE,275000,residential_sale,3,,None,No,No,No,,Yes,188,150,,,No,None
Waregem,APARTMENT,APARTMENT,340000,residential_sale,2,,None,No,No,Yes,,No,,104,,,No,None
Blankenberge,APARTMENT,APARTMENT,170000,residential_sale,1,,None,No,No,No,,No,,88,,,No,None
Pont-à-Celles,HOUSE,HOUSE,300000,residential_sale,3,,None,No,No,No,,Yes,,130,,,No,None
Uccle,APARTMENT,APARTMENT,316000,residential_sale,1,,None,No,No,Yes,28,No,,71,,,No,None
Antwerp,APARTMENT,APARTMENT,279000,residential_sale,3,,None,No,No,Yes,10,No,,110,,,No,None
Tournai,HOUSE,HOUSE,150000,residential_sale,2,,None,No,No,No,,No,,91,,,No,None
Kalmthout,HOUSE,HOUSE,349000,residential_sale,3,,None,No,No,No,,No,,159,,,No,None
Bruxelles,APARTMENT,APARTMENT,510000,residential_sale,4,,None,No,No,No,,No,,161,,,No,None
MOLENBEEK-SAINT-JEAN,APARTMENT,APARTMENT,289000,residential_sale,3,,None,No,Yes,No,,No,,100,,,No,None
MOLENBEEK-SAINT-JEAN,APARTMENT,APARTMENT,259000,residential_sale,2,,None,No,Yes,No,,No,,95,,,No,None
Bruxelles,APARTMENT,APARTMENT,510000,residential_sale,2,,None,Yes,No,Yes,8,No,,107,,,No,None
Uccle,APARTMENT,APARTMENT,448000,residential_sale,3,,None,No,No,Yes,46,No,,116,,,No,None
Veurne,APARTMENT,APARTMENT,367000,residential_sale,3,38,Yes,No,No,Yes,22,No,,106,,2,No,AS_NEW
Uccle,APARTMENT,APARTMENT,399000,residential_sale,3,,None,No,No,Yes,46,No,,116,,,No,None
Ganshoren,APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,Yes,No,,No,,67,,,No,None
Etterbeek,APARTMENT,APARTMENT,475000,residential_sale,2,,None,No,No,No,,No,,105,,,No,None
Zaventem,APARTMENT,APARTMENT,397000,residential_sale,2,,None,No,Yes,No,,Yes,50,137,,,No,None
Jurbise,APARTMENT,APARTMENT,185000,residential_sale,2,,None,No,No,No,,No,,85,,,No,None
Middelkerke,APARTMENT,APARTMENT,498000,residential_sale,2,,None,No,Yes,No,,No,,81,,,No,None
Dinant,APARTMENT,APARTMENT,185000,residential_sale,3,,None,No,No,No,,No,,118,,,No,None
BRUXELLES,APARTMENT,APARTMENT,225000,residential_sale,1,,None,Yes,Yes,Yes,2,No,,38,,,No,None
Wielsbeke,APARTMENT,APARTMENT,399000,residential_sale,3,,None,No,Yes,Yes,,No,,170,,,No,None
Middelkerke,APARTMENT,APARTMENT,175000,residential_sale,1,,None,Yes,Yes,No,,No,,33,,,No,None
Etterbeek,APARTMENT,APARTMENT,419000,residential_sale,2,,None,No,No,Yes,8,No,,98,,,No,None
Ixelles,APARTMENT,APARTMENT,366000,residential_sale,3,,None,No,No,Yes,3,No,,123,,,No,None
Dison,APARTMENT,APARTMENT,109000,residential_sale,4,59,No,No,No,Yes,46,No,,129,,3,No,GOOD
Uccle,APARTMENT,APARTMENT,390000,residential_sale,2,,None,No,No,Yes,3,No,,123,,,No,None
Jette,APARTMENT,APARTMENT,165000,residential_sale,2,,None,No,No,Yes,,No,,73,,,No,None
Middelkerke,APARTMENT,APARTMENT,365000,residential_sale,1,,None,Yes,Yes,No,,No,,58,,,No,None
HORION-HOZÉMONT,APARTMENT,APARTMENT,149500,residential_sale,3,,None,No,Yes,Yes,,Yes,80000,195,,,No,None
Deinze,APARTMENT,APARTMENT,145000,residential_sale,2,,None,No,Yes,Yes,,No,,65,,,No,None
Middelkerke,APARTMENT,APARTMENT,350000,residential_sale,2,,None,No,Yes,Yes,,No,,66,,,No,None
SINT-KATELIJNE-WAVER,HOUSE,HOUSE,498000,residential_sale,4,,None,No,Yes,Yes,,Yes,,241,,,No,None
Dison,APARTMENT,APARTMENT,44000,residential_sale,2,25,No,No,No,No,,No,,58,,2,No,GOOD
Wemmel,HOUSE,HOUSE,399000,residential_sale,3,,None,No,Yes,No,,Yes,,132,,,No,None
Tervuren,HOUSE,HOUSE,499000,residential_sale,3,,None,No,No,No,,No,,174,,,No,None
Brakel,HOUSE,HOUSE,485000,residential_sale,4,49,Yes,No,No,Yes,30,Yes,24,234,171,3,No,
Seraing,HOUSE,HOUSE,270000,residential_sale,3,31,No,No,Yes,No,,Yes,114,137,300,3,No,TO_BE_DONE_UP
Herent,HOUSE,HOUSE,449000,residential_sale,3,43,No,No,No,Yes,,Yes,,147,0,,No,TO_RENOVATE
Arlon,HOUSE,HOUSE,640000,residential_sale,4,,None,No,Yes,No,,Yes,,236,,,No,None
Middelkerke,APARTMENT,APARTMENT,280000,residential_sale,2,,None,No,Yes,Yes,,No,,60,,,No,None
Huy,HOUSE,HOUSE,199000,residential_sale,2,31,No,No,Yes,No,,Yes,359,142,424,4,No,GOOD
Oudenaarde,APARTMENT,APARTMENT,348000,residential_sale,3,,None,No,No,Yes,25,No,,150,,,No,None
Forest,APARTMENT,APARTMENT,270000,residential_sale,2,,None,No,No,Yes,6,No,,85,,,No,None
Charleroi,HOUSE,HOUSE,175000,residential_sale,3,40,No,No,Yes,No,,No,,150,115,3,No,GOOD
Bonheiden,HOUSE,HOUSE,850000,residential_sale,5,,None,No,Yes,Yes,12,No,,230,,,Yes,None
Marchin,HOUSE,HOUSE,850000,residential_sale,6,50,No,No,Yes,Yes,100,Yes,7000,360,17439,4,Yes,AS_NEW
Herne,HOUSE,HOUSE,1180000,residential_sale,5,48,Yes,No,Yes,No,,No,,310,15797,4,No,JUST_RENOVATED
Hoboken,APARTMENT,APARTMENT,249000,residential_sale,3,,None,No,Yes,Yes,9,No,,100,,,No,None
Watermael-Boitsfort,HOUSE,HOUSE,1195000,residential_sale,4,44,Yes,No,No,Yes,,No,,230,220,2,No,AS_NEW
Bruxelles,APARTMENT,APARTMENT,240000,residential_sale,2,,None,No,No,Yes,3,No,,75,,,No,None
Woluwe-Saint-Pierre,APARTMENT,APARTMENT,249000,residential_sale,1,,None,No,No,Yes,9,No,,60,,,No,None
Waterloo,HOUSE,HOUSE,595000,residential_sale,4,47,Yes,No,No,Yes,24,Yes,10,196,0,2,No,AS_NEW
Middelkerke,APARTMENT,APARTMENT,199000,residential_sale,1,,None,Yes,Yes,Yes,,No,,48,,,Yes,None
Auderghem,APARTMENT,APARTMENT,215000,residential_sale,1,,None,No,No,No,,No,,50,,,No,None
Middelkerke,APARTMENT,APARTMENT,215000,residential_sale,1,,None,No,Yes,Yes,,No,,42,,,No,None
Marke,HOUSE,HOUSE,1296000,residential_sale,5,,None,No,Yes,Yes,,No,,550,,,No,None
Middelkerke,APARTMENT,APARTMENT,199000,residential_sale,1,,None,Yes,Yes,Yes,,No,,41,,,No,None
Boortmeerbeek,HOUSE,HOUSE,900500,residential_sale,5,,None,No,Yes,Yes,,No,,273,,,No,None
HACHY,HOUSE,HOUSE,230000,residential_sale,4,40,No,No,Yes,Yes,20,Yes,570,157,805,2,No,GOOD
ANTWERPEN 2020,APARTMENT,APARTMENT,209000,residential_sale,2,,None,No,Yes,Yes,9,No,,97,,,No,None
Deurne,APARTMENT,APARTMENT,212000,residential_sale,2,34,No,No,Yes,Yes,5,No,,91,,2,No,GOOD
Antwerp,APARTMENT,APARTMENT,179000,residential_sale,2,,None,No,Yes,Yes,8,No,,75,,,No,None
Antwerp,APARTMENT,APARTMENT,897000,residential_sale,2,,None,No,Yes,Yes,12,No,,215,,,No,None
Edegem,HOUSE,HOUSE,1590000,residential_sale,4,,None,No,Yes,No,,Yes,315,360,,,No,None
Jodoigne,APARTMENT,APARTMENT,125000,residential_sale,1,,None,No,Yes,Yes,7,No,,52,,,No,None
De Pinte,HOUSE,HOUSE,699000,residential_sale,3,,None,No,Yes,No,,No,,232,,,No,None
Beerse,HOUSE,HOUSE,649000,residential_sale,4,30,No,No,Yes,Yes,20,Yes,,285,700,3,No,
Jemeppe-sur-Sambre,HOUSE,HOUSE,280000,residential_sale,4,40,No,No,Yes,Yes,40,Yes,425,174,590,3,No,JUST_RENOVATED
Irchonwelz,HOUSE,HOUSE,195000,residential_sale,3,30,No,No,Yes,No,,Yes,,140,0,4,No,TO_RENOVATE
Liège 2,APARTMENT,APARTMENT,155000,residential_sale,2,25,No,No,No,Yes,8,No,,83,,4,No,AS_NEW
Vaux-sur-Sûre,HOUSE,HOUSE,300000,residential_sale,3,,None,No,Yes,No,,No,,,,,No,None
Anderlecht,HOUSE,HOUSE,450000,residential_sale,5,,None,No,Yes,No,,No,,,,,No,None
Brakel,HOUSE,HOUSE,465000,residential_sale,3,50,Yes,No,No,Yes,22,No,,222,235,2,No,
Brakel,HOUSE,HOUSE,390000,residential_sale,3,37,Yes,No,No,Yes,22,No,,144,249,2,No,
Brakel,HOUSE,HOUSE,375000,residential_sale,3,50,Yes,No,No,Yes,20,No,,148,214,2,No,
Sint-Denijs-Westrem,APARTMENT,APARTMENT,240000,residential_sale,1,28,Yes,No,No,Yes,10,Yes,,63,,1,No,
Auderghem,HOUSE,HOUSE,499500,residential_sale,3,26,No,No,No,Yes,20,Yes,50,138,100,2,No,GOOD
Zaventem,APARTMENT,APARTMENT,344000,residential_sale,2,,None,No,No,Yes,12,No,,82,,,No,None
Couillet,HOUSE,HOUSE,129000,residential_sale,5,29,No,No,No,Yes,21,Yes,137,179,240,2,No,TO_RENOVATE
Libramont-Chevigny,APARTMENT,APARTMENT,237400,residential_sale,2,,None,No,No,Yes,11,No,,86,,,No,None
Virton,APARTMENT,APARTMENT,285000,residential_sale,2,,None,No,No,Yes,6,No,,86,,,No,None
Neufchateau-Longlier,APARTMENT,APARTMENT,216500,residential_sale,2,,None,No,No,Yes,10,No,,86,,,No,None
Libramont-Chevigny,APARTMENT,APARTMENT,243900,residential_sale,2,,None,No,No,Yes,,No,,90,,,No,None
Blankenberge,APARTMENT,APARTMENT,215000,residential_sale,1,,None,Yes,Yes,No,,No,,67,,,No,None
Libramont-Chevigny,APARTMENT,APARTMENT,192000,residential_sale,2,,None,No,No,Yes,6,No,,79,,,No,None
Libramont-Chevigny,APARTMENT,APARTMENT,192000,residential_sale,2,,None,No,No,Yes,6,No,,73,,,No,None
Libramont-Chevigny,APARTMENT,APARTMENT,150000,residential_sale,1,,None,No,No,No,,No,,48,,,No,None
Lokeren,HOUSE,HOUSE,210000,residential_sale,3,,None,No,Yes,Yes,16,No,,137,,,No,None
Uccle,HOUSE,HOUSE,575000,residential_sale,3,,None,No,No,Yes,,Yes,115,154,,,No,None
Mariakerke,HOUSE,HOUSE,490000,residential_sale,4,,None,No,No,Yes,,No,,153,,,No,None
EMBLEM,HOUSE,HOUSE,299000,residential_sale,2,40,No,No,Yes,Yes,,No,,150,130,,No,GOOD
Ninove,HOUSE,HOUSE,270000,residential_sale,4,,None,No,No,Yes,12,Yes,60,185,,,No,None
Lier Koningshooikt,HOUSE,HOUSE,299000,residential_sale,3,,None,No,No,Yes,,No,,164,,,No,None
Westerlo,HOUSE,HOUSE,575000,residential_sale,4,,None,No,No,Yes,,No,,233,,,No,None
Tessenderlo,HOUSE,HOUSE,349000,residential_sale,4,40,Yes,No,No,Yes,,No,,259,809,4,No,GOOD
Meerhout,HOUSE,HOUSE,1100000,residential_sale,4,,None,No,No,No,,No,,325,,,No,None
Woluwe-Saint-Pierre,APARTMENT,APARTMENT,755000,residential_sale,3,,None,No,No,Yes,23,No,,140,,,No,None
Waterloo,HOUSE,HOUSE,425000,residential_sale,3,26,No,No,No,Yes,,No,,130,150,3,No,AS_NEW
Bruxelles,APARTMENT,APARTMENT,1390000,residential_sale,6,,None,No,No,Yes,30,No,,286,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,675000,residential_sale,2,,None,No,No,No,,No,,62,,,No,None
Meulebeke,HOUSE,HOUSE,411183,residential_sale,4,,None,No,No,No,,Yes,,,,,No,None
KNOKKE,APARTMENT,APARTMENT,675000,residential_sale,2,,None,No,Yes,No,,No,,63,,,No,None
SINT-GENESIUS-RODE,APARTMENT,APARTMENT,639000,residential_sale,4,48,No,No,Yes,Yes,,Yes,230,282,,3,No,GOOD
Roeselare,HOUSE,HOUSE,282000,residential_sale,4,,None,No,No,Yes,,No,,,,,No,None
Gits,HOUSE,HOUSE,675000,residential_sale,4,,None,No,No,No,,Yes,,,,,No,None
Uccle,APARTMENT,APARTMENT,615000,residential_sale,2,,None,No,Yes,Yes,11,No,,114,,,No,None
Wenduine,APARTMENT,APARTMENT,635000,residential_sale,3,,None,No,No,Yes,20,No,,110,,,No,None
Zingem,HOUSE,HOUSE,335000,residential_sale,3,,None,No,No,Yes,,Yes,,154,,,No,None
Sint-Andries,HOUSE,HOUSE,390000,residential_sale,4,,None,No,No,No,,Yes,,188,,,No,None
Koksijde,APARTMENT,APARTMENT,460000,residential_sale,3,,None,Yes,No,Yes,,No,,88,,,No,None
Sint-Amandsberg,HOUSE,HOUSE,395000,residential_sale,3,,None,No,No,No,,No,,108,,,No,None
Torhout,HOUSE,HOUSE,395000,residential_sale,4,,None,No,No,No,,No,,180,,,No,None
Maldegem,HOUSE,HOUSE,259000,residential_sale,3,,None,No,No,Yes,,Yes,,118,,,No,None
Kortemark,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,13,No,,,,,No,None
Gent,APARTMENT,APARTMENT,349000,residential_sale,2,34,No,No,No,Yes,5,No,,92,,,No,GOOD
Beernem,HOUSE,HOUSE,569000,residential_sale,3,,None,No,No,Yes,,Yes,,172,,,No,None
Veurne,APARTMENT,APARTMENT,257000,residential_sale,2,,None,No,No,Yes,,No,,85,,,No,None
Kortemark,APARTMENT,APARTMENT,334181,residential_sale,3,,None,No,No,Yes,19,No,,,,,No,None
Liege,APARTMENT,APARTMENT,455000,residential_sale,3,,None,No,No,Yes,25,No,,156,,,No,None
Oostende,APARTMENT,APARTMENT,499000,residential_sale,2,,None,Yes,No,Yes,19,No,,80,,,No,None
Sint-Denijs-Westrem,APARTMENT,APARTMENT,310000,residential_sale,2,40,Yes,No,No,Yes,27,Yes,,90,,2,No,
Forest,HOUSE,HOUSE,850000,residential_sale,5,42,Yes,No,Yes,Yes,48,No,,200,230,2,No,
Gosselies,HOUSE,HOUSE,359000,residential_sale,3,,None,No,Yes,No,,No,,,,,No,None
Oostende,HOUSE,HOUSE,239000,residential_sale,3,36,No,No,No,No,,Yes,,150,100,,No,AS_NEW
Gent,APARTMENT,APARTMENT,285800,residential_sale,1,,None,No,No,Yes,25,No,,76,,,No,None
Gent,APARTMENT,APARTMENT,432000,residential_sale,2,,None,No,No,Yes,31,Yes,,103,,,No,None
Eeklo,APARTMENT,APARTMENT,190000,residential_sale,3,,None,No,No,No,,Yes,,102,,,No,None
Blankenberge,APARTMENT,APARTMENT,160000,residential_sale,2,,None,No,No,No,,No,,86,,,No,None
Aalst,HOUSE,HOUSE,219000,residential_sale,3,,None,No,No,Yes,,No,,130,,,No,None
OREYE,HOUSE,HOUSE,249000,residential_sale,3,,None,No,No,No,,No,,190,,,No,None
Villers-le-Bouillet,HOUSE,HOUSE,249000,residential_sale,4,,None,No,Yes,Yes,35,Yes,420,234,,,No,None
Blankenberge,APARTMENT,APARTMENT,230000,residential_sale,2,,None,No,No,Yes,,No,,85,,,No,None
Tielt,APARTMENT,APARTMENT,304800,residential_sale,2,,None,No,No,Yes,17,Yes,,102,,,No,None
Tielt,APARTMENT,APARTMENT,352544,residential_sale,2,,None,No,No,Yes,13,Yes,,110,,,No,None
Aalst,HOUSE,HOUSE,549000,residential_sale,3,,None,No,No,Yes,,Yes,,150,,,No,None
Aalst,APARTMENT,APARTMENT,239000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Erpe-Mere,HOUSE,HOUSE,285000,residential_sale,3,,None,No,No,No,,Yes,,188,,,No,None
Lommel,HOUSE,HOUSE,371281,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Lommel,HOUSE,HOUSE,362459,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Lommel,HOUSE,HOUSE,362459,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Lommel,HOUSE,HOUSE,362459,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Lommel,HOUSE,HOUSE,371281,residential_sale,3,,None,No,No,No,,No,,,,,No,None
De Panne,APARTMENT,APARTMENT,345000,residential_sale,2,,None,No,No,Yes,,No,,80,,,No,None
